,essay,emotion
238,Happy world books day!! Read and let read 💕💕💕 https://t.co/eRqhTWy2N9,joy
239,"Harsh scoreline, doesn't tell the story of the game at all. Thought the boys played really well and deserved something from this game. Sure we'll be ready to give this a proper go at Anfield",neutral
240,"On remember libraries are essential to communities. They are public spaces providing educational resources, job searching, research, access to computers, free internet, skills development - learning languages, coding etc. And preserve history. Go today and everyday! https://t.co/1XF86XSh9i",joy
241,Messi show them no Mercy please 🙏,joy
242,USER_Mpofu Anybody who still votes after witnessing is a seriously,neutral
243,Our posters were the opportunity for discussion with 2 groups of young people 15 then 14 years on the book and our proposals https://t.co/4xHd0lsyT8,neutral
244,couple of yrs ago I found myself drinking with the USER security team in a pub. They were v concerned about the possibility of a fire and felt more could be done. Are our institutions safe? USER,neutral
245,It would be an honor to get killed by Arya Stark.,neutral
246,Thanks a bunch USER for throwing a spoiler on national tv less then 24 hours after the episode. You suck!,disgust
247,Football is not a fair game Lucky,sadness
248,Goat carried its team to victory. Barca wins laliga,neutral
249,Such sad things are happening in the world rn 😔 https://t.co/Z9havuTSnw,sadness
250,Not my area - but the EU cracks are showing. Crushing descent never ends well. https://t.co/kGbYbOTJRM,disgust
251,RIP random white walker No. 68542. You will always be my favourite character.,neutral
252,"Trump threatens embargo and sanctions over actions. For more on Cuba's role in Caracas, read this from USER, USER and USER_wainer: https://t.co/f5YqeTb8Rs https://t.co/QQiilorXk5",neutral
253,"Fears over fate of Notre Dame's priceless treasures. The cathedral was home to priceless works of art, architecture, musical instruments, statues, woodwork and religious relics including a 8,000-pipe great organ. https://t.co/Eyv4WGOYnG https://t.co/baUhFO0z9f",neutral
254,Asking all activists: what about the black churches burned by terrorists?,disgust
255,.USER met w USER to discuss U.S.-#Brazil; reaffirmed commitment to defending human rights and democracy in https://t.co/lBuK8jB4g3,neutral
256,"Lord Tywin Lannister did not, in the end, shit gold. - A Storm of Swords",neutral
257,"OK, is very cute, but the fact remains that people having way TOO MANY is the now main factor, by far, in the degradation of the https://t.co/FtisWRvmhN",neutral
258,National World Book Day &amp; William Shakespeare 📚 💭💭💭 https://t.co/xNhQou1rhj,neutral
259,"USER USER USER and the tens of thousands of next generation climate activists did this, not Labour...A fantastic achievement by all involved, keep pushing!",joy
260,It’s ok guys socialism will work next time 🤓🤡#venezuela,neutral
261,That Damn Smile Such a Bad ass 😀 https://t.co/H1qPx4FARS,joy
262,"it's - so for heaven's sake, don't be this guy https://t.co/CCgxxVa2MM",disgust
263,It’s amazing how quickly a very tragic event somehow turned into everyone bragging and sharing pics of their trips to Paris on social media. 🙄,disgust
264,Leg 1 @ played like the old but it was the one that got the victory. Effectiveness at its top always… https://t.co/dLVWZsLdLM,neutral
265,Phillips: Pitch awards have come to stay - The Nation Newspaper 🇪🇸 https://t.co/WJcoVqHh2T,neutral
266,This 11-year-old want black boys to read more. Happy https://t.co/EH77vGgn4V,joy
267,I took this pix on 8/26/17. So blessed to have seen this Treasure. https://t.co/jH41gg9RMN,joy
268,oday we're celebrating Happy readings to everybody! 📚❤️✨#DiaDelLibro https://t.co/GRSlW6gUyV,joy
269,I wish I was as bold &amp; brave as when I was her age. What an inspiring young woman! USER,joy
270,"My dad talking about “I don’t know how people can get into that shit, it’s a waste of time.” Me: *stands up from dinner table and literally YELLS: “YEAH, WELL, HOCKEY IS A WASTE OF TIME!!”",anger
271,We love giving teams a 3-0 lead in the USER just to make things interesting like!!! USER,neutral
272,"This is unreal. Dis I hear correctly? thinks school isn't necessary. Sure!- All kids should be illiterate, inarticulate, climate loving hippies. This is what I call upside- down thinking. Extreme leftism at it's worst.",neutral
273,The Azor Ahai was the friends we made along the way.,neutral
274,"Swedish logic 🤣🤣🤣🤣 15-year-o girl who joins ISIS is too young to know what she has done, but girl of same age is expert. ""I don't know about nuclear energy, I am only a child"" - said https://t.co/0ikS7XpEX8",disgust
275,We are so used to this legend but Messi is HIGHLY under appreciated.,neutral
276,"If the coup fails, the attempt will be likened to the and like . will look ineffective. https://t.co/vTI6Cb3qiy",neutral
277,"The big loser was the PP, which lost more than half its seats in the lower house of parliament and also lost control of the senate to the Socialists.",neutral
278,Currently my most beloved book https://t.co/BMS14V0Gsr,neutral
279,Well was insane 😭😱😭 all the feels.,sadness
280,Since everyone is posting pictures of their favourite book or the one they are reading on here's my contribution to the same. My boss gifted me the book with this message a day before I left for England in 2016. I've a strong emotional connect with this book. ☺️ https://t.co/9M7YaKfhKf,joy
281,is heartbreaking as hell but so is the hypocrisy in raising 10’s of millions overnight for an ‘age old monument’ when your people are homeless and dying on the streets. Prioritize.,disgust
282,"“#GretaThunberg: More than their votes as individuals, young people are putting climate change on the political agenda and impacting the votes of their family members” USER, head of the Jacques Delors Energy Center USER https://t.co/SicBwK68RM",neutral
283,Massive voter turnout in with Socialist likely to be the largest party in parliament. And far-right Vox party poised to enter parliament for the first time. We'll have coverage USER from &amp; with USER USER,joy
284,"Woke up thinking of Theon. We went through the whole gamut of emotions with him. And at the end of it all, a good man. A full circle if there ever was one. Thank you, . We will remember. ❤️ https://t.co/0tmWAdmQug",sadness
285,The damage is devastating but is anyone else as relieved as me that it wasn't more? I imagined it being far worse and I'm so impressed at how well the firefighters were able to salvage so much! I guess I'm just looking at the glass half full.,neutral
286,The Night King soundtrack is hauntingly beautiful. Visuals help even more. USER_Ramin USER,joy
287,The amount of people complaining about people being sad about the Notre Dame is absurdly worrying. Why can't you feel sad that a part of history (and art/architecture not to mention religious to some) has been irreversibly damaged?,disgust
288,"SPANISH ELECTIONS 2019 : Socialists wins Read more at, https://t.co/C9Eeg0StFW https://t.co/Q7KRYazPVP",neutral
289,"Dystopian Literature explores social and political structures 'in a dark, nightmare' world. Propoganda is used to control citizens, freedom is restricted and people live in constant fear. There have been some very popular books in recent times around these themes. https://t.co/FW4MxBpP1P",neutral
290,Let the smack-down begin on is standing for human rights in and the ungrateful bastards 'running that country' do not. YET headed by spin it otherwise. Completely disgusting. https://t.co/8nHi4HQv7u,disgust
291,"In 70 years the have not altered their plans 1 iota. After months of shipping weapons into they are now going to kick of violence. The violence will be ignore by until responds, when we will be told he is ""repressing protests"". 1/2",neutral
292,🐐🐐🐐 It's official. Lionel Messi IS NOT HUMAN. An inch-perfect free kick from the USER icon makes it 3-0! FOLLOW LIVE: https://t.co/zIYfs9Twcg https://t.co/9AEIBdFiQM,joy
293,I wrote about faith and the https://t.co/gnJY2OYMiz,neutral
294,The night was dark and full of terrors.,fear
295,So ready for to thrash in the 🔴⚪️,neutral
296,[1/2]World Heritage Day is round the corner (April18) &amp; I look back at how well endowed we are as a nation with the most vibrant history.Taking the eg of swift action further to the time is ripe to rethink the preservation of our rich national heritage,joy
297,"Imagine if USER 's ""Hollow Crown"" would have played in the new episode😱😍 Perfect song for a perfect show❤ Love you Ellie❤❤",neutral
298,Happy World Book Day 🎶Oil USER On ✌️💃🕴️#CelebrityTwosday with USER 💅X USER 👟,joy
299,There probably is a reason why every winner of since 2013 has had either CR7 or Messi in the team. They’re simply of another world. Let’s enjoy them while we can https://t.co/j3yBWtI8lb,joy
300,Rhaegal gave Vise the business lmao,neutral
301,"USER Better get things right USER, otherwhise you may be intentionally misleading. How could this be a ""coup"" when the guy trying to restore democracy and rule of law in is the legitimate interim president officially recognized by more than 60 countries?",anger
